Region,SettlementType,Year,TypeOfIncome,Amount(RSD),StructuralPercentage
Central and West,Rest,2016,Other Earnings in Labor,39.0,0.1
South and East,Total,2016,Total Earnings,54496.0,100.0
South and East,Total,2016,Earnings in Currency,50899.0,93.4
South and East,Total,2016,Earnings from Orthodox Work Relations a.k.a. Job,23467.0,43.0
South and East,Total,2016,Earnings from Unorthodox Work Relations,1483.0,2.7
South and East,Total,2016,Pensions,18286.0,33.6
South and East,Total,2016,Social Sequrity Earnings,1782.0,3.3
South and East,Total,2016,"Earnings from Agricultural, Hunting and Fishing Actions",2603.0,4.8
South and East,Total,2016,Foreign Earnings,750.0,1.4
South and East,Total,2016,Real Estate Earnings,181.0,0.3
South and East,Total,2016,Presents,450.0,0.8
South and East,Total,2016,Investment Interest,0.0,0.0
South and East,Total,2016,Rest,1897.0,3.5
South and East,Total,2016,Earnings in Labor,3597.0,6.6
South and East,Total,2016,Other Earnings in Labor,31.0,0.1
South and East,City,2016,Total Earnings,55750.0,100.0
South and East,City,2016,Earnings in Currency,55324.0,99.2
South and East,City,2016,Earnings from Orthodox Work Relations a.k.a. Job,29662.0,53.2
South and East,City,2016,Earnings from Unorthodox Work Relations,1670.0,3.0
South and East,City,2016,Pensions,18559.0,33.3
South and East,City,2016,Social Sequrity Earnings,1790.0,3.2
South and East,City,2016,"Earnings from Agricultural, Hunting and Fishing Actions",289.0,0.5
South and East,City,2016,Foreign Earnings,889.0,1.6
South and East,City,2016,Real Estate Earnings,235.0,0.4
South and East,City,2016,Presents,551.0,1.0
South and East,City,2016,Investment Interest,0.0,0.0
South and East,City,2016,Rest,1679.0,3.0
South and East,City,2016,Earnings in Labor,426.0,0.8
South and East,City,2016,Other Earnings in Labor,0.0,0.0
South and East,Rest,2016,Total Earnings,53020.0,100.0
South and East,Rest,2016,Earnings in Currency,45704.0,86.2
South and East,Rest,2016,Earnings from Orthodox Work Relations a.k.a. Job,16196.0,30.6
South and East,Rest,2016,Earnings from Unorthodox Work Relations,1263.0,2.4
South and East,Rest,2016,Pensions,17966.0,33.9
South and East,Rest,2016,Social Sequrity Earnings,1774.0,3.3
South and East,Rest,2016,"Earnings from Agricultural, Hunting and Fishing Actions",5320.0,10.0
South and East,Rest,2016,Foreign Earnings,586.0,1.1
South and East,Rest,2016,Real Estate Earnings,117.0,0.2
South and East,Rest,2016,Presents,331.0,0.6
South and East,Rest,2016,Investment Interest,0.0,0.0
South and East,Rest,2016,Rest,2151.0,4.1
South and East,Rest,2016,Earnings in Labor,7316.0,13.8
South and East,Rest,2016,Other Earnings in Labor,67.0,0.1
State,Total,2017,Total Earnings,61407.0,100.0
State,Total,2017,Earnings in Currency,59128.0,96.3
State,Total,2017,Earnings from Orthodox Work Relations a.k.a. Job,30422.0,49.6
State,Total,2017,Earnings from Unorthodox Work Relations,1731.0,2.8
State,Total,2017,Pensions,19536.0,31.9
State,Total,2017,Social Sequrity Earnings,1613.0,2.6
State,Total,2017,"Earnings from Agricultural, Hunting and Fishing Actions",2628.0,4.3
State,Total,2017,Foreign Earnings,688.0,1.1
State,Total,2017,Real Estate Earnings,388.0,0.6
State,Total,2017,Presents,454.0,0.7
State,Total,2017,Investment Interest,0.0,0.0
State,Total,2017,Rest,1668.0,2.7
State,Total,2017,Earnings in Labor,2279.0,3.7
State,Total,2017,Other Earnings in Labor,53.0,0.1
State,City,2017,Total Earnings,63906.0,100.0
State,City,2017,Earnings in Currency,63437.0,99.3
State,City,2017,Earnings from Orthodox Work Relations a.k.a. Job,35523.0,55.7
State,City,2017,Earnings from Unorthodox Work Relations,1757.0,2.7
State,City,2017,Pensions,20936.0,32.8
State,City,2017,Social Sequrity Earnings,1444.0,2.3
State,City,2017,"Earnings from Agricultural, Hunting and Fishing Actions",714.0,1.1
State,City,2017,Foreign Earnings,656.0,1.0
State,City,2017,Real Estate Earnings,411.0,0.6
State,City,2017,Presents,511.0,0.8
State,City,2017,Investment Interest,0.0,0.0
State,City,2017,Rest,1485.0,2.3
State,City,2017,Earnings in Labor,469.0,0.7
State,City,2017,Other Earnings in Labor,53.0,0.1
State,Rest,2017,Total Earnings,57343.0,100.0
State,Rest,2017,Earnings in Currency,52118.0,90.9
State,Rest,2017,Earnings from Orthodox Work Relations a.k.a. Job,22123.0,38.7
State,Rest,2017,Earnings from Unorthodox Work Relations,1689.0,2.9
State,Rest,2017,Pensions,17258.0,30.1
State,Rest,2017,Social Sequrity Earnings,1887.0,3.3
State,Rest,2017,"Earnings from Agricultural, Hunting and Fishing Actions",5744.0,10.0
State,Rest,2017,Foreign Earnings,739.0,1.3
State,Rest,2017,Real Estate Earnings,350.0,0.6
State,Rest,2017,Presents,361.0,0.6
State,Rest,2017,Investment Interest,0.0,0.0
State,Rest,2017,Rest,1967.0,3.4
State,Rest,2017,Earnings in Labor,5225.0,9.1
State,Rest,2017,Other Earnings in Labor,53.0,0.1
Belgrade,Total,2017,Total Earnings,72818.0,100.0
Belgrade,Total,2017,Earnings in Currency,72210.0,99.2
Belgrade,Total,2017,Earnings from Orthodox Work Relations a.k.a. Job,41943.0,57.6
Belgrade,Total,2017,Earnings from Unorthodox Work Relations,2054.0,2.8
Belgrade,Total,2017,Pensions,23285.0,32.0
Belgrade,Total,2017,Social Sequrity Earnings,1313.0,1.8
Belgrade,Total,2017,"Earnings from Agricultural, Hunting and Fishing Actions",208.0,0.3
Belgrade,Total,2017,Foreign Earnings,474.0,0.7
Belgrade,Total,2017,Real Estate Earnings,513.0,0.7
Belgrade,Total,2017,Presents,731.0,1.0
Belgrade,Total,2017,Investment Interest,0.0,0.0
Belgrade,Total,2017,Rest,1689.0,2.3
Belgrade,Total,2017,Earnings in Labor,608.0,0.8
Belgrade,Total,2017,Other Earnings in Labor,79.0,0.1
Belgrade,City,2017,Total Earnings,73838.0,100.0
Belgrade,City,2017,Earnings in Currency,73629.0,99.7
Belgrade,City,2017,Earnings from Orthodox Work Relations a.k.a. Job,43678.0,59.1
Belgrade,City,2017,Earnings from Unorthodox Work Relations,1959.0,2.7
Belgrade,City,2017,Pensions,23728.0,32.0
Belgrade,City,2017,Social Sequrity Earnings,1157.0,1.6
Belgrade,City,2017,"Earnings from Agricultural, Hunting and Fishing Actions",27.0,0.0
Belgrade,City,2017,Foreign Earnings,501.0,0.7
Belgrade,City,2017,Real Estate Earnings,574.0,0.8
Belgrade,City,2017,Presents,702.0,1.0
Belgrade,City,2017,Investment Interest,0.0,0.0
Belgrade,City,2017,Rest,1303.0,1.8
Belgrade,City,2017,Earnings in Labor,209.0,0.3
Belgrade,City,2017,Other Earnings in Labor,79.0,0.1
Belgrade,Rest,2017,Total Earnings,67613.0,100.0
Belgrade,Rest,2017,Earnings in Currency,64966.0,96.1
Belgrade,Rest,2017,Earnings from Orthodox Work Relations a.k.a. Job,33080.0,48.9
Belgrade,Rest,2017,Earnings from Unorthodox Work Relations,2538.0,3.8
Belgrade,Rest,2017,Pensions,21021.0,31.1
Belgrade,Rest,2017,Social Sequrity Earnings,2113.0,3.1
Belgrade,Rest,2017,"Earnings from Agricultural, Hunting and Fishing Actions",1134.0,1.7
Belgrade,Rest,2017,Foreign Earnings,333.0,0.5
Belgrade,Rest,2017,Real Estate Earnings,203.0,0.3
Belgrade,Rest,2017,Presents,879.0,1.3
Belgrade,Rest,2017,Investment Interest,0.0,0.0
Belgrade,Rest,2017,Rest,3665.0,5.4
Belgrade,Rest,2017,Earnings in Labor,2647.0,3.9
Belgrade,Rest,2017,Other Earnings in Labor,81.0,0.1
Voyvodina/North,Total,2017,Total Earnings,58018.0,100.0
Voyvodina/North,Total,2017,Earnings in Currency,56591.0,97.5
Voyvodina/North,Total,2017,Earnings from Orthodox Work Relations a.k.a. Job,28612.0,49.3
Voyvodina/North,Total,2017,Earnings from Unorthodox Work Relations,2074.0,3.6
Voyvodina/North,Total,2017,Pensions,18637.0,32.1
Voyvodina/North,Total,2017,Social Sequrity Earnings,1633.0,2.8
Voyvodina/North,Total,2017,"Earnings from Agricultural, Hunting and Fishing Actions",2989.0,5.2
Voyvodina/North,Total,2017,Foreign Earnings,918.0,1.6
Voyvodina/North,Total,2017,Real Estate Earnings,543.0,0.9
Voyvodina/North,Total,2017,Presents,254.0,0.4
Voyvodina/North,Total,2017,Investment Interest,0.0,0.0
Voyvodina/North,Total,2017,Rest,931.0,1.6
Voyvodina/North,Total,2017,Earnings in Labor,1427.0,2.5
Voyvodina/North,Total,2017,Other Earnings in Labor,44.0,0.1
Voyvodina/North,City,2017,Total Earnings,59555.0,100.0
Voyvodina/North,City,2017,Earnings in Currency,58886.0,98.9
Voyvodina/North,City,2017,Earnings from Orthodox Work Relations a.k.a. Job,31448.0,52.9
Voyvodina/North,City,2017,Earnings from Unorthodox Work Relations,1994.0,3.3
Voyvodina/North,City,2017,Pensions,20406.0,34.3
Voyvodina/North,City,2017,Social Sequrity Earnings,1390.0,2.3
Voyvodina/North,City,2017,"Earnings from Agricultural, Hunting and Fishing Actions",1231.0,2.1
Voyvodina/North,City,2017,Foreign Earnings,914.0,1.5
Voyvodina/North,City,2017,Real Estate Earnings,389.0,0.7
Voyvodina/North,City,2017,Presents,259.0,0.4
Voyvodina/North,City,2017,Investment Interest,0.0,0.0
Voyvodina/North,City,2017,Rest,855.0,1.4
Voyvodina/North,City,2017,Earnings in Labor,669.0,1.1
Voyvodina/North,City,2017,Other Earnings in Labor,38.0,0.1
Voyvodina/North,Rest,2017,Total Earnings,55616.0,100.0
Voyvodina/North,Rest,2017,Earnings in Currency,53006.0,95.3
Voyvodina/North,Rest,2017,Earnings from Orthodox Work Relations a.k.a. Job,24184.0,43.5
Voyvodina/North,Rest,2017,Earnings from Unorthodox Work Relations,2198.0,4.0
Voyvodina/North,Rest,2017,Pensions,15877.0,28.5
Voyvodina/North,Rest,2017,Social Sequrity Earnings,2013.0,3.6
Voyvodina/North,Rest,2017,"Earnings from Agricultural, Hunting and Fishing Actions",5734.0,10.3
Voyvodina/North,Rest,2017,Foreign Earnings,923.0,1.7
Voyvodina/North,Rest,2017,Real Estate Earnings,783.0,1.4
Voyvodina/North,Rest,2017,Presents,245.0,0.4
Voyvodina/North,Rest,2017,Investment Interest,0.0,0.0
Voyvodina/North,Rest,2017,Rest,1049.0,1.9
Voyvodina/North,Rest,2017,Earnings in Labor,2610.0,4.7
Voyvodina/North,Rest,2017,Other Earnings in Labor,53.0,0.1
Central and West,Total,2017,Total Earnings,58252.0,100.0
Central and West,Total,2017,Earnings in Currency,54469.0,93.5
Central and West,Total,2017,Earnings from Orthodox Work Relations a.k.a. Job,26154.0,44.9
Central and West,Total,2017,Earnings from Unorthodox Work Relations,1151.0,2.0
Central and West,Total,2017,Pensions,17576.0,30.2
Central and West,Total,2017,Social Sequrity Earnings,1764.0,3.0
Central and West,Total,2017,"Earnings from Agricultural, Hunting and Fishing Actions",4540.0,7.8
Central and West,Total,2017,Foreign Earnings,539.0,0.9
Central and West,Total,2017,Real Estate Earnings,242.0,0.4
Central and West,Total,2017,Presents,413.0,0.7
Central and West,Total,2017,Investment Interest,0.0,0.0
Central and West,Total,2017,Rest,2090.0,3.6
Central and West,Total,2017,Earnings in Labor,3783.0,6.5
Central and West,Total,2017,Other Earnings in Labor,53.0,0.1
Central and West,City,2017,Total Earnings,59329.0,100.0
Central and West,City,2017,Earnings in Currency,58824.0,99.1
Central and West,City,2017,Earnings from Orthodox Work Relations a.k.a. Job,32280.0,54.3
Central and West,City,2017,Earnings from Unorthodox Work Relations,1193.0,2.0
Central and West,City,2017,Pensions,18691.0,31.5
Central and West,City,2017,Social Sequrity Earnings,1705.0,2.9
Central and West,City,2017,"Earnings from Agricultural, Hunting and Fishing Actions",1346.0,2.3
Central and West,City,2017,Foreign Earnings,582.0,1.0
Central and West,City,2017,Real Estate Earnings,281.0,0.5
Central and West,City,2017,Presents,470.0,0.8
Central and West,City,2017,Investment Interest,0.0,0.0
Central and West,City,2017,Rest,2276.0,3.8
Central and West,City,2017,Earnings in Labor,505.0,0.9
Central and West,City,2017,Other Earnings in Labor,38.0,0.1
Central and West,Rest,2017,Total Earnings,57199.0,100.0
Central and West,Rest,2017,Earnings in Currency,50246.0,87.8
Central and West,Rest,2017,Earnings from Orthodox Work Relations a.k.a. Job,20223.0,35.4
Central and West,Rest,2017,Earnings from Unorthodox Work Relations,1110.0,1.9
Central and West,Rest,2017,Pensions,16497.0,28.8
Central and West,Rest,2017,Social Sequrity Earnings,1821.0,3.2
Central and West,Rest,2017,"Earnings from Agricultural, Hunting and Fishing Actions",7632.0,13.3
Central and West,Rest,2017,Foreign Earnings,496.0,0.9
Central and West,Rest,2017,Real Estate Earnings,203.0,0.4
Central and West,Rest,2017,Presents,357.0,0.6
Central and West,Rest,2017,Investment Interest,0.0,0.0
Central and West,Rest,2017,Rest,1907.0,3.3
Central and West,Rest,2017,Earnings in Labor,6953.0,12.2
Central and West,Rest,2017,Other Earnings in Labor,66.0,0.1
South and East,Total,2017,Total Earnings,56566.0,100.0
South and East,Total,2017,Earnings in Currency,53092.0,93.9
South and East,Total,2017,Earnings from Orthodox Work Relations a.k.a. Job,24747.0,43.8
South and East,Total,2017,Earnings from Unorthodox Work Relations,1632.0,2.9
South and East,Total,2017,Pensions,18834.0,33.3
South and East,Total,2017,Social Sequrity Earnings,1744.0,3.1
South and East,Total,2017,"Earnings from Agricultural, Hunting and Fishing Actions",2550.0,4.5
South and East,Total,2017,Foreign Earnings,820.0,1.4
South and East,Total,2017,Real Estate Earnings,219.0,0.4
South and East,Total,2017,Presents,448.0,0.8
South and East,Total,2017,Investment Interest,0.0,0.0
South and East,Total,2017,Rest,2098.0,3.7
South and East,Total,2017,Earnings in Labor,3474.0,6.1
South and East,Total,2017,Other Earnings in Labor,36.0,0.1
South and East,City,2017,Total Earnings,57717.0,100.0
South and East,City,2017,Earnings in Currency,57119.0,99.0
South and East,City,2017,Earnings from Orthodox Work Relations a.k.a. Job,30610.0,53.1
South and East,City,2017,Earnings from Unorthodox Work Relations,1684.0,2.9
South and East,City,2017,Pensions,19261.0,33.4
South and East,City,2017,Social Sequrity Earnings,1744.0,3.0
South and East,City,2017,"Earnings from Agricultural, Hunting and Fishing Actions",444.0,0.8
South and East,City,2017,Foreign Earnings,633.0,1.1
South and East,City,2017,Real Estate Earnings,299.0,0.5
South and East,City,2017,Presents,590.0,1.0
South and East,City,2017,Investment Interest,0.0,0.0
South and East,City,2017,Rest,1854.0,3.2
South and East,City,2017,Earnings in Labor,598.0,1.0
South and East,City,2017,Other Earnings in Labor,47.0,0.1
South and East,Rest,2017,Total Earnings,55211.0,100.0
South and East,Rest,2017,Earnings in Currency,48362.0,87.6
South and East,Rest,2017,Earnings from Orthodox Work Relations a.k.a. Job,17866.0,32.4
South and East,Rest,2017,Earnings from Unorthodox Work Relations,1570.0,2.8
South and East,Rest,2017,Pensions,18332.0,33.2
South and East,Rest,2017,Social Sequrity Earnings,1745.0,3.2
South and East,Rest,2017,"Earnings from Agricultural, Hunting and Fishing Actions",5020.0,9.1
South and East,Rest,2017,Foreign Earnings,1041.0,1.9
South and East,Rest,2017,Real Estate Earnings,124.0,0.2
South and East,Rest,2017,Presents,281.0,0.5
South and East,Rest,2017,Investment Interest,0.0,0.0
South and East,Rest,2017,Rest,2383.0,4.3
South and East,Rest,2017,Earnings in Labor,6849.0,12.4
South and East,Rest,2017,Other Earnings in Labor,24.0,0.0
