Month,Year,Activity,ProductionIndex
5,2005,C - Manufacturing Industry,97.8
5,2005,"D - Electricity, Gas, Steam and Air Conditioning Supply",70.1
5,2006,Total,100.6
5,2006,Coal Exploitation,77.4
5,2006,Oil and Natural Gas Exploitation,59.4
5,2006,Metal Ore Exploitation,51.7
5,2006,Other Types of Mining,146.1
5,2006,Food Products Production,105.5
5,2006,Drink Production,122.4
5,2006,Tobacoo Products Production,87.6
5,2006,Textile Production,242.4
5,2006,Clothing Production,135.4
5,2006,Leather and Leater Item Production,160.3
5,2006,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",181.2
5,2006,Paper and Paper Products Production,66.9
5,2006,Printing and Duplication of Audio and Video Material,81.9
5,2006,Coke and Refined Petroleum Production,87.2
5,2006,Chemicals and Chemical Products Production,106.3
5,2006,Basic Pharmaceutical Products and Remedies Production,90.9
5,2006,Rubber and Plastic Production,99.7
5,2006,Manufacture of Other Non-metallic Minerals Products,175.0
5,2006,Base Metals Production,191.8
5,2006,"Fabricated Metal Products Production, Except Machinery and Equipment",147.4
5,2006,"Computer, Electronic and Optical Products Production",278.6
5,2006,Electrical Equipment Production,51.0
5,2006,Unmentioned Machinery and Equipment Production,156.9
5,2006,"Motor Vehicles, Trailers and Semi-trailer Production",89.4
5,2006,Other Transport Equipment Production,266.4
5,2006,Furniture Production,198.1
5,2006,Other Manufacturing,54.2
5,2006,Repair and Installation of Machinery Equipment,178.3
5,2006,"Electricity, Gas, Steam and Air Conditioning Supply",76.4
5,2006,B - Mining,75.9
5,2006,C - Manufacturing Industry,108.5
5,2006,"D - Electricity, Gas, Steam and Air Conditioning Supply",76.4
5,2007,Total,106.5
5,2007,Coal Exploitation,72.8
5,2007,Oil and Natural Gas Exploitation,57.5
5,2007,Metal Ore Exploitation,52.7
5,2007,Other Types of Mining,148.3
5,2007,Food Products Production,112.6
5,2007,Drink Production,129.1
5,2007,Tobacoo Products Production,72.1
5,2007,Textile Production,231.0
5,2007,Clothing Production,158.0
5,2007,Leather and Leater Item Production,206.0
5,2007,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",275.2
5,2007,Paper and Paper Products Production,79.9
5,2007,Printing and Duplication of Audio and Video Material,82.5
5,2007,Coke and Refined Petroleum Production,90.7
5,2007,Chemicals and Chemical Products Production,142.2
5,2007,Basic Pharmaceutical Products and Remedies Production,57.8
5,2007,Rubber and Plastic Production,106.6
5,2007,Manufacture of Other Non-metallic Minerals Products,173.0
5,2007,Base Metals Production,206.8
5,2007,"Fabricated Metal Products Production, Except Machinery and Equipment",156.5
5,2007,"Computer, Electronic and Optical Products Production",263.4
5,2007,Electrical Equipment Production,71.8
5,2007,Unmentioned Machinery and Equipment Production,125.4
5,2007,"Motor Vehicles, Trailers and Semi-trailer Production",80.6
5,2007,Other Transport Equipment Production,333.7
5,2007,Furniture Production,203.9
5,2007,Other Manufacturing,103.9
5,2007,Repair and Installation of Machinery Equipment,198.2
5,2007,"Electricity, Gas, Steam and Air Conditioning Supply",85.5
5,2007,B - Mining,73.1
5,2007,C - Manufacturing Industry,114.6
5,2007,"D - Electricity, Gas, Steam and Air Conditioning Supply",85.5
5,2008,Total,108.5
5,2008,Coal Exploitation,68.6
5,2008,Oil and Natural Gas Exploitation,57.3
5,2008,Metal Ore Exploitation,61.5
5,2008,Other Types of Mining,183.4
5,2008,Food Products Production,106.1
5,2008,Drink Production,135.9
5,2008,Tobacoo Products Production,69.7
5,2008,Textile Production,153.2
5,2008,Clothing Production,128.9
5,2008,Leather and Leater Item Production,154.9
5,2008,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",187.1
5,2008,Paper and Paper Products Production,88.0
5,2008,Printing and Duplication of Audio and Video Material,103.5
5,2008,Coke and Refined Petroleum Production,81.5
5,2008,Chemicals and Chemical Products Production,148.7
5,2008,Basic Pharmaceutical Products and Remedies Production,80.1
5,2008,Rubber and Plastic Production,123.5
5,2008,Manufacture of Other Non-metallic Minerals Products,162.4
5,2008,Base Metals Production,215.9
5,2008,"Fabricated Metal Products Production, Except Machinery and Equipment",184.7
5,2008,"Computer, Electronic and Optical Products Production",225.5
5,2008,Electrical Equipment Production,79.1
5,2008,Unmentioned Machinery and Equipment Production,164.0
5,2008,"Motor Vehicles, Trailers and Semi-trailer Production",77.7
5,2008,Other Transport Equipment Production,863.1
5,2008,Furniture Production,224.4
5,2008,Other Manufacturing,70.8
5,2008,Repair and Installation of Machinery Equipment,198.0
5,2008,"Electricity, Gas, Steam and Air Conditioning Supply",82.5
5,2008,B - Mining,74.5
5,2008,C - Manufacturing Industry,117.7
5,2008,"D - Electricity, Gas, Steam and Air Conditioning Supply",82.5
5,2009,Total,86.8
5,2009,Coal Exploitation,73.3
5,2009,Oil and Natural Gas Exploitation,55.8
5,2009,Metal Ore Exploitation,80.2
5,2009,Other Types of Mining,101.9
5,2009,Food Products Production,98.5
5,2009,Drink Production,117.2
5,2009,Tobacoo Products Production,82.1
5,2009,Textile Production,104.2
5,2009,Clothing Production,87.1
5,2009,Leather and Leater Item Production,126.7
5,2009,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",93.1
5,2009,Paper and Paper Products Production,71.9
5,2009,Printing and Duplication of Audio and Video Material,106.5
5,2009,Coke and Refined Petroleum Production,73.8
5,2009,Chemicals and Chemical Products Production,97.4
5,2009,Basic Pharmaceutical Products and Remedies Production,65.0
5,2009,Rubber and Plastic Production,85.8
5,2009,Manufacture of Other Non-metallic Minerals Products,142.1
5,2009,Base Metals Production,87.1
5,2009,"Fabricated Metal Products Production, Except Machinery and Equipment",132.5
5,2009,"Computer, Electronic and Optical Products Production",200.0
5,2009,Electrical Equipment Production,56.4
5,2009,Unmentioned Machinery and Equipment Production,125.6
5,2009,"Motor Vehicles, Trailers and Semi-trailer Production",35.1
5,2009,Other Transport Equipment Production,1134.9
5,2009,Furniture Production,92.4
5,2009,Other Manufacturing,57.4
5,2009,Repair and Installation of Machinery Equipment,192.4
5,2009,"Electricity, Gas, Steam and Air Conditioning Supply",79.2
5,2009,B - Mining,71.1
5,2009,C - Manufacturing Industry,90.2
5,2009,"D - Electricity, Gas, Steam and Air Conditioning Supply",79.2
5,2010,Total,90.7
5,2010,Coal Exploitation,64.6
5,2010,Oil and Natural Gas Exploitation,73.2
5,2010,Metal Ore Exploitation,78.5
5,2010,Other Types of Mining,109.3
5,2010,Food Products Production,98.0
5,2010,Drink Production,109.2
5,2010,Tobacoo Products Production,80.9
5,2010,Textile Production,121.2
5,2010,Clothing Production,92.9
5,2010,Leather and Leater Item Production,118.5
5,2010,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",78.2
5,2010,Paper and Paper Products Production,87.3
5,2010,Printing and Duplication of Audio and Video Material,109.9
5,2010,Coke and Refined Petroleum Production,72.5
5,2010,Chemicals and Chemical Products Production,127.7
5,2010,Basic Pharmaceutical Products and Remedies Production,72.6
5,2010,Rubber and Plastic Production,95.4
5,2010,Manufacture of Other Non-metallic Minerals Products,137.3
5,2010,Base Metals Production,167.4
5,2010,"Fabricated Metal Products Production, Except Machinery and Equipment",144.7
5,2010,"Computer, Electronic and Optical Products Production",74.9
5,2010,Electrical Equipment Production,70.0
5,2010,Unmentioned Machinery and Equipment Production,97.6
5,2010,"Motor Vehicles, Trailers and Semi-trailer Production",35.2
5,2010,Other Transport Equipment Production,599.0
5,2010,Furniture Production,129.0
5,2010,Other Manufacturing,51.4
5,2010,Repair and Installation of Machinery Equipment,120.3
5,2010,"Electricity, Gas, Steam and Air Conditioning Supply",81.3
5,2010,B - Mining,70.1
5,2010,C - Manufacturing Industry,95.5
5,2010,"D - Electricity, Gas, Steam and Air Conditioning Supply",81.3
5,2011,Total,97.4
5,2011,Coal Exploitation,89.7
5,2011,Oil and Natural Gas Exploitation,99.5
5,2011,Metal Ore Exploitation,84.7
5,2011,Other Types of Mining,126.7
5,2011,Food Products Production,97.4
5,2011,Drink Production,121.8
5,2011,Tobacoo Products Production,63.9
5,2011,Textile Production,94.4
5,2011,Clothing Production,98.9
5,2011,Leather and Leater Item Production,133.4
5,2011,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",88.8
5,2011,Paper and Paper Products Production,97.7
5,2011,Printing and Duplication of Audio and Video Material,100.1
5,2011,Coke and Refined Petroleum Production,78.7
5,2011,Chemicals and Chemical Products Production,129.6
5,2011,Basic Pharmaceutical Products and Remedies Production,72.6
5,2011,Rubber and Plastic Production,84.9
5,2011,Manufacture of Other Non-metallic Minerals Products,141.0
5,2011,Base Metals Production,158.3
5,2011,"Fabricated Metal Products Production, Except Machinery and Equipment",173.4
5,2011,"Computer, Electronic and Optical Products Production",138.0
5,2011,Electrical Equipment Production,67.5
5,2011,Unmentioned Machinery and Equipment Production,149.4
5,2011,"Motor Vehicles, Trailers and Semi-trailer Production",39.8
5,2011,Other Transport Equipment Production,228.0
5,2011,Furniture Production,125.0
5,2011,Other Manufacturing,54.5
5,2011,Repair and Installation of Machinery Equipment,148.0
5,2011,"Electricity, Gas, Steam and Air Conditioning Supply",97.0
5,2011,B - Mining,89.5
5,2011,C - Manufacturing Industry,98.6
5,2011,"D - Electricity, Gas, Steam and Air Conditioning Supply",97.0
5,2012,Total,94.8
5,2012,Coal Exploitation,61.4
5,2012,Oil and Natural Gas Exploitation,109.5
5,2012,Metal Ore Exploitation,108.8
5,2012,Other Types of Mining,144.5
5,2012,Food Products Production,103.8
5,2012,Drink Production,118.9
5,2012,Tobacoo Products Production,85.6
5,2012,Textile Production,113.5
5,2012,Clothing Production,115.7
5,2012,Leather and Leater Item Production,117.7
5,2012,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",97.6
5,2012,Paper and Paper Products Production,105.1
5,2012,Printing and Duplication of Audio and Video Material,116.1
5,2012,Coke and Refined Petroleum Production,76.7
5,2012,Chemicals and Chemical Products Production,125.9
5,2012,Basic Pharmaceutical Products and Remedies Production,71.9
5,2012,Rubber and Plastic Production,105.2
5,2012,Manufacture of Other Non-metallic Minerals Products,142.0
5,2012,Base Metals Production,103.1
5,2012,"Fabricated Metal Products Production, Except Machinery and Equipment",178.7
5,2012,"Computer, Electronic and Optical Products Production",120.8
5,2012,Electrical Equipment Production,81.4
5,2012,Unmentioned Machinery and Equipment Production,141.7
5,2012,"Motor Vehicles, Trailers and Semi-trailer Production",33.5
5,2012,Other Transport Equipment Production,179.3
5,2012,Furniture Production,150.2
5,2012,Other Manufacturing,67.4
5,2012,Repair and Installation of Machinery Equipment,145.0
5,2012,"Electricity, Gas, Steam and Air Conditioning Supply",80.1
5,2012,B - Mining,80.4
5,2012,C - Manufacturing Industry,100.6
5,2012,"D - Electricity, Gas, Steam and Air Conditioning Supply",80.1
5,2013,Total,94.6
5,2013,Coal Exploitation,72.4
5,2013,Oil and Natural Gas Exploitation,111.9
5,2013,Metal Ore Exploitation,132.9
5,2013,Other Types of Mining,91.9
5,2013,Food Products Production,89.2
5,2013,Drink Production,122.6
5,2013,Tobacoo Products Production,61.6
5,2013,Textile Production,101.8
5,2013,Clothing Production,94.6
5,2013,Leather and Leater Item Production,136.4
5,2013,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",90.6
5,2013,Paper and Paper Products Production,97.7
5,2013,Printing and Duplication of Audio and Video Material,103.4
5,2013,Coke and Refined Petroleum Production,102.6
5,2013,Chemicals and Chemical Products Production,134.5
5,2013,Basic Pharmaceutical Products and Remedies Production,88.0
5,2013,Rubber and Plastic Production,84.8
5,2013,Manufacture of Other Non-metallic Minerals Products,111.6
5,2013,Base Metals Production,93.5
5,2013,"Fabricated Metal Products Production, Except Machinery and Equipment",188.7
5,2013,"Computer, Electronic and Optical Products Production",76.8
5,2013,Electrical Equipment Production,82.0
5,2013,Unmentioned Machinery and Equipment Production,84.3
5,2013,"Motor Vehicles, Trailers and Semi-trailer Production",107.0
5,2013,Other Transport Equipment Production,156.0
5,2013,Furniture Production,132.1
5,2013,Other Manufacturing,33.4
5,2013,Repair and Installation of Machinery Equipment,134.8
5,2013,"Electricity, Gas, Steam and Air Conditioning Supply",79.2
5,2013,B - Mining,88.6
5,2013,C - Manufacturing Industry,99.9
5,2013,"D - Electricity, Gas, Steam and Air Conditioning Supply",79.2
5,2014,Total,91.0
5,2014,Coal Exploitation,55.0
5,2014,Oil and Natural Gas Exploitation,108.8
5,2014,Metal Ore Exploitation,112.2
5,2014,Other Types of Mining,77.8
5,2014,Food Products Production,90.5
5,2014,Drink Production,98.3
5,2014,Tobacoo Products Production,69.4
5,2014,Textile Production,78.3
5,2014,Clothing Production,105.6
5,2014,Leather and Leater Item Production,99.7
5,2014,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",113.2
5,2014,Paper and Paper Products Production,99.8
5,2014,Printing and Duplication of Audio and Video Material,90.2
5,2014,Coke and Refined Petroleum Production,103.7
5,2014,Chemicals and Chemical Products Production,112.6
5,2014,Basic Pharmaceutical Products and Remedies Production,101.8
5,2014,Rubber and Plastic Production,93.0
5,2014,Manufacture of Other Non-metallic Minerals Products,106.8
5,2014,Base Metals Production,61.3
5,2014,"Fabricated Metal Products Production, Except Machinery and Equipment",101.0
5,2014,"Computer, Electronic and Optical Products Production",94.1
5,2014,Electrical Equipment Production,99.6
5,2014,Unmentioned Machinery and Equipment Production,68.0
5,2014,"Motor Vehicles, Trailers and Semi-trailer Production",123.7
5,2014,Other Transport Equipment Production,161.4
5,2014,Furniture Production,98.0
5,2014,Other Manufacturing,66.4
5,2014,Repair and Installation of Machinery Equipment,102.4
5,2014,"Electricity, Gas, Steam and Air Conditioning Supply",79.2
5,2014,B - Mining,75.2
5,2014,C - Manufacturing Industry,95.2
5,2014,"D - Electricity, Gas, Steam and Air Conditioning Supply",79.2
5,2015,Total,102.4
5,2015,Coal Exploitation,83.0
5,2015,Oil and Natural Gas Exploitation,104.1
5,2015,Metal Ore Exploitation,92.9
5,2015,Other Types of Mining,118.5
5,2015,Food Products Production,95.0
